单间 | 下关五塘白云雅居 3室1厅 主卧 精装修 可办居住证,白云雅居,1000,http://short.58.com/zd_p/492c54a8-9087-442b-abf0-9c94f08a3044/?target=oc-16-xgk_ephv_83127963920432q-feykn&end=end
单间 | 文博苑 3室1厅一卫 出租单间 限女生 ~,淳化,800,http://nj.58.com/hezu/32361263062205x.shtml
单间 | 迈皋桥附近 中铁青秀城 主卧 朝南 精装修 押一付一,中铁青秀城,980,http://nj.58.com/hezu/32525063351117x.shtml
"单间 | 图片真实,高档小区,月付可长短租,价钱便宜",东山,750,http://nj.58.com/hezu/32236775014862x.shtml
整租 | 东方万汇国际公寓(东方万汇城南区) 2室2厅1卫,东方万汇国际公寓(东方万汇城南区),2500,http://nj.58.com/zufang/32223483802957x.shtml
单间 | 江宁开发区翠屏清华园 4室2厅 主卧 朝南 精装修,翠屏清华园,1000,http://nj.58.com/hezu/31428340809296x.shtml
单间 | 个人出租，胜太路站附近湖东音乐苑3居中的一间首次出租,湖东音乐苑,800,http://nj.58.com/hezu/32511573420978x.shtml
单间 | 江宁万达广场附近 芙阁新村 主卧 朝南 押一付一,芙阁新村,800,http://nj.58.com/hezu/32535796573876x.shtml
单间 | 中和桥30号主卧出租 限女生,秦虹,1500,http://nj.58.com/hezu/32528404919210x.shtml
整租 | 城开国际 1室1厅1卫,城开国际,3600,http://nj.58.com/zufang/32655595710397x.shtml
单间 | 宇业东方红郡 4室1厅2卫 男女不限,宇业东方红郡,450,http://nj.58.com/hezu/32633220688822x.shtml
单间 | 火瓦巷58号 3室1厅1卫 男女不限,新街口,1000,http://nj.58.com/hezu/31869714904268x.shtml
单间 | 栖霞迈皋桥壹城东区 5室2厅 主卧 朝北 中等装修,壹城东区,580,http://nj.58.com/hezu/32414725741003x.shtml
整租 | 栖霞马群马群南湾营润 2室1厅 50平米 精装修 押,南湾营润康苑,1100,http://nj.58.com/zufang/28975050342971x.shtml
整租 | 骆村新寓 3室1厅1卫,骆村新寓,3000,http://nj.58.com/zufang/32611365231028x.shtml
单间 | 天华硅谷 地铁3号线泰冯路站 女生合租 可月付 主卧,天华硅谷庄园,830,http://nj.58.com/hezu/32614804281918x.shtml
单间 | 天湖园 3室1厅1卫 男女不限,天湖园,1000,http://nj.58.com/hezu/32655593520457x.shtml
单间 | 东方红郡天赋广场 4室1厅2卫 男女不限,东方红郡天赋广场,600,http://nj.58.com/hezu/32617571222713x.shtml
单间 | 个人出租胜太路地铁旁 胜利新寓 精装新房3居中的一间,胜利新寓,750,http://nj.58.com/hezu/32414865682490x.shtml
单间 | 1.4号线地铁 鼓楼站 鼓楼新村,鼓楼新村,900,http://nj.58.com/hezu/32655588035919x.shtml
单间 | 江宁东山明月新寓花园 3室1厅 主卧 朝南 精装修,明月新寓花园,800,http://nj.58.com/hezu/32536171321664x.shtml
单间 | 雨花台铁心桥新河苑 精装次卧 个人房 无 拎包入住,春江新城新河苑,800,http://nj.58.com/hezu/32148868630591x.shtml
单间 | 栖霞马群百水芊城丽水 3室1厅 主卧 朝南 简单装修,百水芊城丽水坊,400,http://nj.58.com/hezu/32655589166532x.shtml
单间 | 马群百水芊城 4室1厅1卫 男女不限,马群,500,http://nj.58.com/hezu/32204288113484x.shtml
整租 | 南大和园 4室1厅2卫,南大和园,4400,http://nj.58.com/zufang/32513178273577x.shtml
整租 | 魔方城市公寓 1室1厅1卫,魔方城市公寓,2000,http://nj.58.com/zufang/32655589230531x.shtml
单间 | 软件谷附近 男女不限,韩府茗苑,900,http://nj.58.com/hezu/32502038528192x.shtml
单间 | 雨花台铁心桥韩府茗苑紧邻大定坊苏果超市科创城精装修带,韩府茗苑,650,http://nj.58.com/hezu/32633591424848x.shtml
单间 | 万达广场对面 步行街 女人街 嘉顺时代广场主卧带阳台,嘉顺时代广场,899,http://nj.58.com/hezu/32536262172751x.shtml
单间 | 个人出租，胜太路站附近宁湖园岚岛别墅3室中的一间首次,宁湖园岚岛别墅,850,http://nj.58.com/hezu/32557681736524x.shtml
整租 | 秣陵路小区 1室1厅1卫,秣陵路小区,2600,http://nj.58.com/zufang/32633074471623x.shtml
单间 | 个人出租龙眠大道地铁天景山公寓朝南新房3居中的一可月,东山,600,http://nj.58.com/hezu/32324050223568x.shtml
单间 | 迈皋桥附近 中铁青秀城 主卧 朝南 精装修 押一付一,中铁青秀城,900,http://nj.58.com/hezu/32501509141956x.shtml
单间 | 江宁东山泥塘新苑 3室2厅 主卧 朝南 精装修,泥塘新苑,1000,http://nj.58.com/hezu/29513615701557x.shtml
单间 | 雨花台铁心桥新河苑 精装次卧 朝南 个人房 无其他,春江新城新河苑,800,http://nj.58.com/hezu/32157292042820x.shtml
单间 | 阳光帝景次卧出租,阳光帝景,500,http://nj.58.com/hezu/32614993538615x.shtml
单间 | 浦口区柳州东路单间出租 男女不限,桥北,800,http://nj.58.com/hezu/32622127768495x.shtml
单间 | 威尼斯水城第四街区 3室1厅1卫 男女不限,宝塔桥,800,http://nj.58.com/hezu/32238431098190x.shtml
整租 | 鸿雁名居 2室1厅1卫,栖霞,2400,http://nj.58.com/zufang/25125931120559x.shtml
单间 | 河定桥新苑 1室1厅1卫 男女不限,河定桥新苑,1100,http://nj.58.com/hezu/32655587658415x.shtml
单间 | 江宁区万达广场对面 步行街小区 商圈楼上 拎包入住,科学园,800,http://nj.58.com/hezu/32524644016441x.shtml
单间 | 迈皋桥附近 中铁青秀城 主卧 朝南 精装修 押一付一,中铁青秀城,900,http://nj.58.com/hezu/32501509141956x.shtml
单间 | 江宁东山泥塘新苑 3室2厅 主卧 朝南 精装修,泥塘新苑,1000,http://nj.58.com/hezu/29513615701557x.shtml
单间 | 天景山公寓春秀院 3室1厅1卫 限女生,上坊,650,http://nj.58.com/hezu/32084422985023x.shtml
单间 | 鼓楼许府巷许府巷小区 3室1厅 主卧 朝南 精装修,许府巷小区,1000,http://nj.58.com/hezu/32325955782455x.shtml
单间 | 河定桥新苑 3室1厅2卫 男女不限订单减200元,开发区,899,http://nj.58.com/hezu/32591902858171x.shtml
单间 | 雨花台铁心桥定坊和苑科创城苏果超市真实照片押一付一可,定坊和苑,650,http://nj.58.com/hezu/32633572217514x.shtml
单间 | 雨花台铁心桥新河苑 精装次卧 临地铁 个人房 无,春江新城新河苑,800,http://nj.58.com/hezu/32146277567941x.shtml
单间 | 万达广场附近 骆村新寓 新装修 限女生,骆村新寓,900,http://nj.58.com/hezu/32514609868106x.shtml
整租 | 鸿雁名居 2室1厅1卫,栖霞,2400,http://nj.58.com/zufang/25125931120559x.shtml
单间 | 河定桥新苑 1室1厅1卫 男女不限,河定桥新苑,1100,http://nj.58.com/hezu/32655587658415x.shtml
单间 | 江宁科学园潭桥公寓北园 3室2厅 主卧 朝南 精装修,潭桥公寓北园,900,http://nj.58.com/hezu/31716028823493x.shtml
单间 | 玄武樱驼花园汇景佳园 2室1厅 朝南 中等装修,玄武汇景佳园,1000,http://nj.58.com/hezu/29304711277642x.shtml
单间 | 瑞园 单间出租男女不限,瑞园,1350,http://nj.58.com/hezu/32639941375568x.shtml
整租 | 江岸水城 2室1厅1卫,江岸水城,2100,http://nj.58.com/zufang/32406342383808x.shtml
单间 | 天印大道地铁口天印花园 4室2厅2卫 男女不限,天印花园,750,http://nj.58.com/hezu/32592126887619x.shtml
整租 | 天泰青城 1室0厅1卫,天泰青城,2500,http://nj.58.com/zufang/32633424698575x.shtml
单间 | 景明佳园 2室1厅1卫 男女不限,宁南,1100,http://nj.58.com/hezu/31466632981822x.shtml
整租 | 江岸水城 2室2厅1卫,江岸水城,2100,http://nj.58.com/zufang/31926204096568x.shtml
整租 | 融寓 1室1厅1卫,融寓,4000,http://nj.58.com/zufang/32424670526530x.shtml
单间 | 主卧带阳台，门口s3号线，可短租,安德门,1400,http://nj.58.com/hezu/32655579799883x.shtml
单间 | 天印大道地铁口附近书香名门新装修主卧阳台,科学园,1120,http://nj.58.com/hezu/32458664330697x.shtml
整租 | 骆村新寓 2室1厅1卫,骆村新寓,2500,http://nj.58.com/zufang/32538005232442x.shtml
单间 | 四方新村二村 4室1厅1卫 男女不限,四方新村二村,600,http://nj.58.com/hezu/32372327195214x.shtml
单间 | 江宁开发区金王府小区 3室2厅 主卧 朝南 精装修押,金王府小区,1100,http://nj.58.com/hezu/30591196924724x.shtml
单间 | 临一号线地铁口 河定桥新苑 3室1厅2卫 男女不限,开发区,910,http://nj.58.com/hezu/32588858935212x.shtml
单间 | 出租大润发城南新村宝隆时代广场盛景华庭北苑主卧,盛景华庭北苑,800,http://nj.58.com/hezu/32502182802891x.shtml
单间 | 房东直租！江宁将军大道翠屏国际城广 4室2厅 次卧,翠屏国际城广场苑,1100,http://nj.58.com/hezu/32382933300675x.shtml
单间 | 新装修河定桥地铁口金王府小区亲水湾,金王府小区,1100,http://nj.58.com/hezu/32380365509693x.shtml
整租 | 蓝天公寓 1室1厅1卫,蓝天公寓,800,http://nj.58.com/zufang/30532396139072x.shtml
整租 | 康华家园 2室2厅1卫,康华家园,2500,http://nj.58.com/zufang/32522361746383x.shtml
单间 | 紧靠中兴 华为 1号线软件大道站 可短租 可月付 实,安德门,1300,http://nj.58.com/hezu/30548812695747x.shtml
单间 | 金王府商业街胜太路地铁口附近精装修拎包入住,金王府小区,1298,http://nj.58.com/hezu/32379432204332x.shtml
整租 | 柏悦澜庭 1室1卫1厅,柏悦澜庭,1500,http://nj.58.com/zufang/30332146021176x.shtml
整租 | 威尼斯水城第十五街区 2室1厅1卫,威尼斯水城第十五街区,1000,http://nj.58.com/zufang/32589518256444x.shtml
单间 | 河定桥地铁口附近 单室套 精装 拎包入住,开发区,1200,http://nj.58.com/hezu/32345379641770x.shtml
整租 | 招商1872依云华府 3室2厅1卫,万寿,2800,http://nj.58.com/zufang/32447982832077x.shtml
单间 | 合群新村 3室1厅1卫 南师大周边 可月付 近地铁,合群新村,1260,http://nj.58.com/hezu/32513574311756x.shtml
单间 | 江宁岔路口南方花园(东 4室2厅 主卧 朝南 中等装,南方花园(东区),600,http://nj.58.com/hezu/32461233716398x.shtml
整租 | 高新裕民家园精装修，家电齐全，拎包入住,裕民家园,1800,http://nj.58.com/zufang/27603502723021x.shtml
整租 | 富力水街坊 1室1厅1卫,富力水街坊,1225,http://nj.58.com/zufang/32479381637685x.shtml
单间 | 云谷山庄 3号地铁口 公交直达 绿地缤纷广场,云谷山庄,750,http://nj.58.com/hezu/32655560689085x.shtml
整租 | 德邑花园 1室1厅1卫,德邑花园,1200,http://nj.58.com/zufang/32647168721992x.shtml
单间 | 莱茵东郡馨茵苑 3室2厅2卫 男女不限 地铁房,科学园,1200,http://nj.58.com/hezu/30979408744873x.shtml
单间 | 房东个人出租壹城小区500至800单间,壹城东区,500,http://nj.58.com/hezu/29726318532155x.shtml
单间 | 仙居雅苑6栋501 主卧租金800/！！！,仙居雅苑,800,http://nj.58.com/hezu/32478775765809x.shtml
单间 | 雨花台铁心桥韩府山庄 4室1厅 主卧朝南 简单装修,韩府山庄,950,http://nj.58.com/hezu/32645902635829x.shtml
整租 | 万达西地 2室1厅1卫,万达西地,4500,http://nj.58.com/zufang/32655563478732x.shtml
单间 | 女人街旁 金箔路430号 苗圃路 万达附近 精装修,开发区,1000,http://nj.58.com/hezu/32623192801211x.shtml
单间 | 东平雅苑精装修 3室1厅1卫 男女不限,东平雅苑,3200,http://nj.58.com/hezu/32655563182787x.shtml
单间 | 紧靠中兴 华为 1号线软件大道站 可短租 可月付 实,安德门,1300,http://nj.58.com/hezu/30548812695747x.shtml
单间 | 个人出租安德门地铁口精装大小公寓实景照片家电家具齐全,消防中队家属楼,1000,http://nj.58.com/hezu/32434756542006x.shtml
整租 | 威尼斯水城第十五街区 2室1厅1卫,威尼斯水城第十五街区,1000,http://nj.58.com/zufang/32589518256444x.shtml
整租 | 天润城第十一街区南区 3室2厅1卫,天润城第十一街区南区,2450,http://nj.58.com/zufang/32580779542089x.shtml
单间 | 河定桥地铁口附近 单室套 精装 拎包入住,开发区,1200,http://nj.58.com/hezu/32345379641770x.shtml
单间 | 个人出租 汉中苑 朝天宫 汉中门地铁口,汉中苑,1000,http://nj.58.com/hezu/32655565813553x.shtml
整租 | 日光广场 1室0厅1卫,日光广场,800,http://nj.58.com/zufang/31384151520817x.shtml
单间 | 秦湾景园 2室1厅1卫 限男生,秦湾景园,1300,http://nj.58.com/hezu/32655532077262x.shtml
整租 | 华汇康城 2室1厅1卫,华汇康城,1500,http://nj.58.com/zufang/32635148035499x.shtml
整租 | 黄方村1号小区 2室1厅1卫,黄方村1号小区,2250,http://nj.58.com/zufang/32567398172076x.shtml
整租 | 天印花园 2室1厅1卫,天印花园,2000,http://nj.58.com/zufang/32624311862852x.shtml
单间 | 五塘广场地铁站附近白云雅居小区温馨单间便宜出租,白云雅居,950,http://nj.58.com/hezu/32567480439484x.shtml
整租 | 旭日爱上城5期 1室1厅1卫,旭日爱上城5期,1280,http://nj.58.com/zufang/32602892052808x.shtml
单间 | 门口s3号线，近软件大道，可短租,安德门,1300,http://nj.58.com/hezu/32655558597966x.shtml
单间 | 恒大绿洲 4室1厅2卫 男女不限,恒大绿洲,1100,http://nj.58.com/hezu/32655558289472x.shtml
单间 | 天润城十二街 3室1厅 主卧,天润城第十二街区,850,http://nj.58.com/hezu/31482769577788x.shtml
整租 | 仙林东天正理城 2室2厅1卫,栖霞,1000,http://nj.58.com/zufang/32510949730486x.shtml
单间 | 铁心桥天隆寺地铁 翠岭银河 银杏山庄 精装南向单间,银杏山庄,800,http://nj.58.com/hezu/32557333050316x.shtml
单间 | 地铁沿线安德门地铁站附近小行地铁站附近时光澔韵对面主,名城世家,900,http://nj.58.com/hezu/30568339958856x.shtml
单间 | 桥北柳州东路地铁站弘扬旭日上城单间出租,泰山,650,http://nj.58.com/hezu/32079691546948x.shtml
单间 | 万欣花园 3室1厅 主卧 朝南可月付,万欣花园,1000,http://nj.58.com/hezu/30269519178428x.shtml
单间 | 天隆寺地铁 软件大道 雨花客厅 凤翔新城 南向精装主,凤翔新城一期,850,http://nj.58.com/hezu/32524939088068x.shtml
整租 | 旭日爱上城5期 1室1厅1卫,旭日爱上城5期,1280,http://nj.58.com/zufang/32602892052808x.shtml
整租 | 利民新村 2室1厅1卫,利民新村,2500,http://nj.58.com/zufang/31908290711864x.shtml
单间 | 紫金东郡 主卧 独立阳台 独立卫生间 精装修 可短租,紫金东郡,1700,http://nj.58.com/hezu/32655547225007x.shtml
单间 | 仙林 经天路地铁 阳台 飘窗 香悦澜山 精装修 首次,新城香悦澜山,1150,http://nj.58.com/hezu/32632837444525x.shtml
单间 | 南方花园合租主卧 带榻榻米 家电全新压一付一,岔路口,1000,http://nj.58.com/hezu/32414604763344x.shtml
单间 | 云谷山庄 3号地铁口 公交直达,云谷山庄,700,http://nj.58.com/hezu/32655548455625x.shtml
单间 | 个人，应天花园（银桥市场、虹悦城）中等装修出租,赛虹桥,2700,http://nj.58.com/hezu/31991778481205x.shtml
整租 | 仙林东天正理城 2室2厅1卫,栖霞,1000,http://nj.58.com/zufang/32510949730486x.shtml
单间 | 铁心桥天隆寺地铁 翠岭银河 银杏山庄 精装南向单间,银杏山庄,800,http://nj.58.com/hezu/32557333050316x.shtml
整租 | 奥斯博恩庄园 3室3厅2卫,奥斯博恩庄园,3900,http://nj.58.com/zufang/31891694134206x.shtml
整租 | 潭桥公寓西园 3室2厅1卫,潭桥公寓西园,2800,http://nj.58.com/zufang/32250360585664x.shtml
单间 | 万欣花园 3室1厅 主卧 朝南可月付,万欣花园,1000,http://nj.58.com/hezu/30269519178428x.shtml
整租 | 招商1872 i-park公寓 3室2厅1卫,招商1872 i-park公寓,3000,http://nj.58.com/zufang/32348939761231x.shtml
单间 | 天润城十六街区北 2室1厅1卫 男女不限,沿江,1000,http://nj.58.com/hezu/32581528443070x.shtml
整租 | 高淳区淳溪镇天河路123号 1室厅1卫,淳溪镇,450,http://nj.58.com/zufang/21540913074447x.shtml
单间 | 个人出租迈皋桥地铁口好房出租，设施齐全，拎包即住,和燕路295号小区,1000,http://nj.58.com/hezu/32466945328436x.shtml
单间 | 栖霞仙林万达茂 仙林湖地铁站 万科 南大科技园 可短,万达茂(商住楼),750,http://nj.58.com/hezu/32623760592586x.shtml
单间 | （万达广场）北苑阁新村 3室2厅2卫 押一付一,北苑阁新村,600,http://nj.58.com/hezu/32655544918083x.shtml
单间 | 天隆寺 铁心桥地铁站 软件大道 春江花园 凤翔花园,春江佳园,800,http://nj.58.com/hezu/32557384385455x.shtml
单间 | 怡景园 单间出租 男女不限,大里聚福城怡景园,500,http://nj.58.com/hezu/31010698930380x.shtml
单间 | 湖南路云南北路山西路江苏路世贸大厦,山西南村,900,http://nj.58.com/hezu/31184366430669x.shtml
整租 | 明月花园 3室2厅1卫,明月花园,3200,http://nj.58.com/zufang/32301576812221x.shtml
单间 | 地铁三号线精装单间拎包入住,天润城第十一街区南区,600,http://nj.58.com/hezu/32533514282282x.shtml
整租 | 四方新村五村 2室2厅1卫,四方新村五村,3000,http://nj.58.com/zufang/32603794090301x.shtml
单间 | 莲花新城南苑 地铁2号线对面 一居整租,莲花新城南苑,2100,http://nj.58.com/hezu/32633750054581x.shtml
单间 | 威尼斯水城第五街区 4室1厅1卫 男女不限,泰山,800,http://nj.58.com/hezu/32458539104436x.shtml
单间 | 西善桥明华家园 合租主次卧 可整租 超大卧室拎包入住,明华家园,850,http://nj.58.com/hezu/32588761628466x.shtml
整租 | 兴都花园86号 2室2厅1卫,兴都花园86号,2500,http://nj.58.com/zufang/32262896895018x.shtml
